ts=68239683; t=2025-05-13T18:59:15; ll=0; started=/usr/local/bin/pagekite.py; version=1.5.2.240101; platform=darwin; python=3.9.6 (default, Mar 12 2025, 20:22:46)  [Clang 17.0.0 (clang-1700.0.13.3)]; argv=4000 atsscribe.pagekite.me; ca_certs=/etc/ssl/cert.pem; send_always_buffers=False; tunnel_socket_blocks=False; optfile_.SELF/defaults.cfg=ok; optfile_/Users/raja/.pagekite.rc=ok
ts=68239684; t=2025-05-13T18:59:16; ll=1; FE=45.33.98.215:443; http_ping_ms=161; win=2; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823cf8e; t=2025-05-13T23:02:38; ll=47b; FE=109.237.26.34:443; http_ping_ms=370; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=320
ts=6823cf8e; t=2025-05-13T23:02:38; ll=47c; FE=139.162.73.59:443; http_ping_ms=304; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=254
ts=6823cf8e; t=2025-05-13T23:02:38; ll=47d; FE=185.112.146.199:443; http_ping_ms=458; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=408
ts=6823cf8e; t=2025-05-13T23:02:38; ll=47e; FE=139.162.16.102:443; http_ping_ms=424; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=374
ts=6823cf93; t=2025-05-13T23:02:43; ll=47f; connect=45.33.98.215:443
ts=6823cf94; t=2025-05-13T23:02:44; ll=480; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s55
ts=6823cf94; t=2025-05-13T23:02:44; ll=481; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823cf94; t=2025-05-13T23:02:44; ll=482; wrote=549; wbps=346; read=889; eof=1; id=s55
ts=6823cfe6; t=2025-05-13T23:04:06; ll=483; FE=45.33.98.215:443; http_ping_ms=148; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823cfe6; t=2025-05-13T23:04:06; ll=484; FE=45.79.143.125:443; http_ping_ms=215; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=165
ts=6823cfe6; t=2025-05-13T23:04:06; ll=485; FE=50.116.42.183:443; http_ping_ms=202; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; unbiased_ms=152
ts=6823cfe6; t=2025-05-13T23:04:06; ll=486; FE=139.162.73.59:443; http_ping_ms=302; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=252
ts=6823cfe6; t=2025-05-13T23:04:06; ll=487; FE=172.105.176.167:443; http_ping_ms=368; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=318
ts=6823cfe6; t=2025-05-13T23:04:06; ll=488; FE=109.237.26.34:443; http_ping_ms=369; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=319
ts=6823cfe6; t=2025-05-13T23:04:06; ll=489; FE=95.216.167.199:443; http_ping_ms=423; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=373
ts=6823cfe6; t=2025-05-13T23:04:06; ll=48a; FE=139.162.16.102:443; http_ping_ms=422; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=372
ts=6823cfe6; t=2025-05-13T23:04:06; ll=48b; FE=116.203.53.240:443; http_ping_ms=422; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=372
ts=6823cfe6; t=2025-05-13T23:04:06; ll=48c; FE=185.112.146.199:443; http_ping_ms=458; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=408
ts=6823cfe6; t=2025-05-13T23:04:06; ll=48d; FE=172.105.59.232:443; http_ping_ms=564; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=514
ts=6823cfeb; t=2025-05-13T23:04:11; ll=48e; connect=45.33.98.215:443
ts=6823cfec; t=2025-05-13T23:04:12; ll=48f; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s56
ts=6823cfec; t=2025-05-13T23:04:12; ll=490; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823cfec; t=2025-05-13T23:04:12; ll=491; wrote=549; wbps=346; read=889; eof=1; id=s56
ts=6823d07c; t=2025-05-13T23:06:36; ll=492; FE=45.33.98.215:443; http_ping_ms=149; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d07c; t=2025-05-13T23:06:36; ll=493; FE=50.116.42.183:443; http_ping_ms=203; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; unbiased_ms=153
ts=6823d07c; t=2025-05-13T23:06:36; ll=494; FE=45.79.143.125:443; http_ping_ms=217; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=167
ts=6823d07d; t=2025-05-13T23:06:37; ll=495; FE=139.162.73.59:443; http_ping_ms=295; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=245
ts=6823d07d; t=2025-05-13T23:06:37; ll=496; FE=172.105.176.167:443; http_ping_ms=364; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=314
ts=6823d07d; t=2025-05-13T23:06:37; ll=497; FE=109.237.26.34:443; http_ping_ms=369; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=319
ts=6823d07d; t=2025-05-13T23:06:37; ll=498; FE=95.216.167.199:443; http_ping_ms=421; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=371
ts=6823d07d; t=2025-05-13T23:06:37; ll=499; FE=139.162.16.102:443; http_ping_ms=421; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=371
ts=6823d07d; t=2025-05-13T23:06:37; ll=49a; FE=116.203.53.240:443; http_ping_ms=422; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=372
ts=6823d07d; t=2025-05-13T23:06:37; ll=49b; FE=185.112.146.199:443; http_ping_ms=458; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=408
ts=6823d07d; t=2025-05-13T23:06:37; ll=49c; FE=172.105.59.232:443; http_ping_ms=543; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=493
ts=6823d082; t=2025-05-13T23:06:42; ll=49d; connect=45.33.98.215:443
ts=6823d083; t=2025-05-13T23:06:43; ll=49e; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s57
ts=6823d083; t=2025-05-13T23:06:43; ll=49f; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d083; t=2025-05-13T23:06:43; ll=4a0; wrote=549; wbps=346; read=889; eof=1; id=s57
ts=6823d113; t=2025-05-13T23:09:07; ll=4a1; FE=45.33.98.215:443; http_ping_ms=149; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d113; t=2025-05-13T23:09:07; ll=4a2; FE=45.79.143.125:443; http_ping_ms=212; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=162
ts=6823d113; t=2025-05-13T23:09:07; ll=4a3; FE=50.116.42.183:443; http_ping_ms=207; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; unbiased_ms=157
ts=6823d113; t=2025-05-13T23:09:07; ll=4a4; FE=139.162.73.59:443; http_ping_ms=298; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=248
ts=6823d114; t=2025-05-13T23:09:08; ll=4a5; FE=172.105.176.167:443; http_ping_ms=365; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=315
ts=6823d114; t=2025-05-13T23:09:08; ll=4a6; FE=109.237.26.34:443; http_ping_ms=369; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=319
ts=6823d114; t=2025-05-13T23:09:08; ll=4a7; FE=139.162.16.102:443; http_ping_ms=420; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=370
ts=6823d114; t=2025-05-13T23:09:08; ll=4a8; FE=95.216.167.199:443; http_ping_ms=416; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=366
ts=6823d114; t=2025-05-13T23:09:08; ll=4a9; FE=116.203.53.240:443; http_ping_ms=427; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=377
ts=6823d114; t=2025-05-13T23:09:08; ll=4aa; FE=185.112.146.199:443; http_ping_ms=453; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=403
ts=6823d114; t=2025-05-13T23:09:08; ll=4ab; FE=172.105.59.232:443; http_ping_ms=536; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=486
ts=6823d119; t=2025-05-13T23:09:13; ll=4ac; connect=45.33.98.215:443
ts=6823d11a; t=2025-05-13T23:09:14; ll=4ad; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s58
ts=6823d11a; t=2025-05-13T23:09:14; ll=4ae; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d11a; t=2025-05-13T23:09:14; ll=4af; wrote=549; wbps=255; read=889; eof=1; id=s58
ts=6823d1aa; t=2025-05-13T23:11:38; ll=4b0; FE=45.33.98.215:443; http_ping_ms=148; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b1; FE=50.116.42.183:443; http_ping_ms=205; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; unbiased_ms=155
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b2; FE=45.79.143.125:443; http_ping_ms=218; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=168
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b3; FE=139.162.73.59:443; http_ping_ms=298; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=248
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b4; FE=109.237.26.34:443; http_ping_ms=369; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=319
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b5; FE=172.105.176.167:443; http_ping_ms=371; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=321
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b6; FE=116.203.53.240:443; http_ping_ms=423; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=373
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b7; FE=139.162.16.102:443; http_ping_ms=418; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=368
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b8; FE=95.216.167.199:443; http_ping_ms=417; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=367
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4b9; FE=185.112.146.199:443; http_ping_ms=446; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=396
ts=6823d1ab; t=2025-05-13T23:11:39; ll=4ba; FE=172.105.59.232:443; http_ping_ms=541; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=491
ts=6823d1b0; t=2025-05-13T23:11:44; ll=4bb; connect=45.33.98.215:443
ts=6823d1b1; t=2025-05-13T23:11:45; ll=4bc; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s59
ts=6823d1b1; t=2025-05-13T23:11:45; ll=4bd; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d1b1; t=2025-05-13T23:11:45; ll=4be; wrote=549; wbps=346; read=889; eof=1; id=s59
ts=6823d241; t=2025-05-13T23:14:09; ll=4bf; FE=45.33.98.215:443; http_ping_ms=149; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d241; t=2025-05-13T23:14:09; ll=4c0; FE=50.116.42.183:443; http_ping_ms=205; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; unbiased_ms=155
ts=6823d241; t=2025-05-13T23:14:09; ll=4c1; FE=45.79.143.125:443; http_ping_ms=214; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=164
ts=6823d241; t=2025-05-13T23:14:09; ll=4c2; FE=139.162.73.59:443; http_ping_ms=306; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=256
ts=6823d241; t=2025-05-13T23:14:09; ll=4c3; FE=172.105.176.167:443; http_ping_ms=374; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=324
ts=6823d241; t=2025-05-13T23:14:09; ll=4c4; FE=109.237.26.34:443; http_ping_ms=372; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=322
ts=6823d241; t=2025-05-13T23:14:09; ll=4c5; FE=95.216.167.199:443; http_ping_ms=421; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=371
ts=6823d241; t=2025-05-13T23:14:09; ll=4c6; FE=139.162.16.102:443; http_ping_ms=420; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=370
ts=6823d241; t=2025-05-13T23:14:09; ll=4c7; FE=116.203.53.240:443; http_ping_ms=425; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=375
ts=6823d241; t=2025-05-13T23:14:09; ll=4c8; FE=185.112.146.199:443; http_ping_ms=442; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=392
ts=6823d242; t=2025-05-13T23:14:10; ll=4c9; FE=172.105.59.232:443; http_ping_ms=544; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=494
ts=6823d247; t=2025-05-13T23:14:15; ll=4ca; connect=45.33.98.215:443
ts=6823d247; t=2025-05-13T23:14:15; ll=4cb; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s5a
ts=6823d247; t=2025-05-13T23:14:15; ll=4cc; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d247; t=2025-05-13T23:14:15; ll=4cd; wrote=549; wbps=346; read=889; eof=1; id=s5a
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4ce; FE=45.33.98.215:443; http_ping_ms=151; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4cf; FE=50.116.42.183:443; http_ping_ms=153; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; wanted_by=DNS
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d0; FE=45.79.143.125:443; http_ping_ms=222; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=172
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d1; FE=139.162.73.59:443; http_ping_ms=307; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=257
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d2; FE=172.105.176.167:443; http_ping_ms=377; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=327
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d3; FE=109.237.26.34:443; http_ping_ms=375; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=325
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d4; FE=116.203.53.240:443; http_ping_ms=424; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=374
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d5; FE=95.216.167.199:443; http_ping_ms=422; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=372
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d6; FE=139.162.16.102:443; http_ping_ms=421; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=371
ts=6823d2d8; t=2025-05-13T23:16:40; ll=4d7; FE=185.112.146.199:443; http_ping_ms=444; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=394
ts=6823d2d9; t=2025-05-13T23:16:41; ll=4d8; FE=172.105.59.232:443; http_ping_ms=547; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=497
ts=6823d2de; t=2025-05-13T23:16:46; ll=4d9; connect=50.116.42.183:443
ts=6823d2de; t=2025-05-13T23:16:46; ll=4da; connect=45.33.98.215:443
ts=6823d2de; t=2025-05-13T23:16:46; ll=4db; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s5c
ts=6823d2de; t=2025-05-13T23:16:46; ll=4dc; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d2de; t=2025-05-13T23:16:46; ll=4dd; wrote=549; wbps=346; read=889; eof=1; id=s5c
ts=6823d2de; t=2025-05-13T23:16:46; ll=4de; FE=50.116.42.183:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s5b
ts=6823d2de; t=2025-05-13T23:16:46; ll=4df; FE=50.116.42.183:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d2de; t=2025-05-13T23:16:46; ll=4e0; wrote=478; wbps=275; read=889; eof=1; id=s5b
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e1; FE=45.33.98.215:443; http_ping_ms=153; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e2; FE=50.116.42.183:443; http_ping_ms=152; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; wanted_by=DNS
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e3; FE=45.79.143.125:443; http_ping_ms=216; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=166
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e4; FE=139.162.73.59:443; http_ping_ms=304; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=254
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e5; FE=172.105.176.167:443; http_ping_ms=371; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=321
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e6; FE=109.237.26.34:443; http_ping_ms=378; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=328
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e7; FE=139.162.16.102:443; http_ping_ms=420; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=370
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e8; FE=116.203.53.240:443; http_ping_ms=424; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=374
ts=6823d36f; t=2025-05-13T23:19:11; ll=4e9; FE=95.216.167.199:443; http_ping_ms=427; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=377
ts=6823d36f; t=2025-05-13T23:19:11; ll=4ea; FE=185.112.146.199:443; http_ping_ms=451; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=401
ts=6823d36f; t=2025-05-13T23:19:11; ll=4eb; FE=172.105.59.232:443; http_ping_ms=538; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=488
ts=6823d374; t=2025-05-13T23:19:16; ll=4ec; connect=50.116.42.183:443
ts=6823d374; t=2025-05-13T23:19:16; ll=4ed; connect=45.33.98.215:443
ts=6823d375; t=2025-05-13T23:19:17; ll=4ee; FE=50.116.42.183:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s5e
ts=6823d375; t=2025-05-13T23:19:17; ll=4ef; FE=50.116.42.183:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d375; t=2025-05-13T23:19:17; ll=4f0; wrote=549; wbps=346; read=889; eof=1; id=s5e
ts=6823d375; t=2025-05-13T23:19:17; ll=4f1; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s5d
ts=6823d375; t=2025-05-13T23:19:17; ll=4f2; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d375; t=2025-05-13T23:19:17; ll=4f3; wrote=549; wbps=346; read=889; eof=1; id=s5d
ts=6823d406; t=2025-05-13T23:21:42; ll=4f4; FE=45.33.98.215:443; http_ping_ms=155; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d406; t=2025-05-13T23:21:42; ll=4f5; FE=50.116.42.183:443; http_ping_ms=151; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; wanted_by=DNS
ts=6823d406; t=2025-05-13T23:21:42; ll=4f6; FE=45.79.143.125:443; http_ping_ms=217; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=167
ts=6823d406; t=2025-05-13T23:21:42; ll=4f7; FE=139.162.73.59:443; http_ping_ms=302; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=252
ts=6823d406; t=2025-05-13T23:21:42; ll=4f8; FE=172.105.176.167:443; http_ping_ms=370; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=320
ts=6823d406; t=2025-05-13T23:21:42; ll=4f9; FE=109.237.26.34:443; http_ping_ms=376; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=326
ts=6823d406; t=2025-05-13T23:21:42; ll=4fa; FE=95.216.167.199:443; http_ping_ms=426; win=3; uuid=cd771f4b78e9fdd301e02f9e3251ace9461966d7; unbiased_ms=376
ts=6823d406; t=2025-05-13T23:21:42; ll=4fb; FE=139.162.16.102:443; http_ping_ms=420; win=3; uuid=00ad3ea65dac882f93147161d4fe4803d04b1ac4; unbiased_ms=370
ts=6823d406; t=2025-05-13T23:21:42; ll=4fc; FE=116.203.53.240:443; http_ping_ms=425; win=3; uuid=2ea71ecdd29ad68f7ed34dcdd24874710160f5bc; unbiased_ms=375
ts=6823d406; t=2025-05-13T23:21:42; ll=4fd; FE=185.112.146.199:443; http_ping_ms=452; win=3; uuid=3a750bbc070c616098874ac714cc0dc2440a2caa; unbiased_ms=402
ts=6823d406; t=2025-05-13T23:21:42; ll=4fe; FE=172.105.59.232:443; http_ping_ms=538; win=3; uuid=1b10ddda06d58c3592dab28bb90cba6830c3a068; unbiased_ms=488
ts=6823d40b; t=2025-05-13T23:21:47; ll=4ff; connect=45.33.98.215:443
ts=6823d40b; t=2025-05-13T23:21:47; ll=500; connect=50.116.42.183:443
ts=6823d40c; t=2025-05-13T23:21:48; ll=501; FE=45.33.98.215:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s60
ts=6823d40c; t=2025-05-13T23:21:48; ll=502; FE=45.33.98.215:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d40c; t=2025-05-13T23:21:48; ll=503; wrote=549; wbps=346; read=889; eof=1; id=s60
ts=6823d40c; t=2025-05-13T23:21:48; ll=504; FE=50.116.42.183:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s5f
ts=6823d40c; t=2025-05-13T23:21:48; ll=505; FE=50.116.42.183:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6823d40c; t=2025-05-13T23:21:48; ll=506; wrote=549; wbps=346; read=889; eof=1; id=s5f
ts=6823d49d; t=2025-05-13T23:24:13; ll=507; FE=45.33.98.215:443; http_ping_ms=155; win=3; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6823d49d; t=2025-05-13T23:24:13; ll=508; FE=50.116.42.183:443; http_ping_ms=149; win=3; uuid=5bfaaa4daf2a39d7708accdac57f5536b0027cb8; wanted_by=DNS
ts=6823d49d; t=2025-05-13T23:24:13; ll=509; FE=45.79.143.125:443; http_ping_ms=212; win=3; uuid=b6a878346458e2613b0887c9802539ce29d41a66; unbiased_ms=162
ts=6823d49d; t=2025-05-13T23:24:13; ll=50a; FE=139.162.73.59:443; http_ping_ms=300; win=3; uuid=e2edeb72e6fabd0d0eb3f0f5c376c8e3bcc5fc31; unbiased_ms=250
ts=6823d49d; t=2025-05-13T23:24:13; ll=50b; FE=109.237.26.34:443; http_ping_ms=370; win=3; uuid=cba9d700f18947bdd582be4023eecd21ec9996b9; unbiased_ms=320
ts=6823d49d; t=2025-05-13T23:24:13; ll=50c; FE=172.105.176.167:443; http_ping_ms=365; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=315
